bc,ac,tbv,tav,time,mp
7285721.56,228217721.59,752801.56,355068.72,1659564484381,23.76
7243991.43,228352619.61,751088.60,361915.89,1659564635491,23.74
7243743.73,228357611.63,751078.07,362125.81,1659564638421,23.74
7252441.93,228275123.20,751449.85,358671.80,1659564791176,23.73
7242205.19,228269378.75,751018.30,358430.07,1659564793873,23.73
7176039.98,228299838.87,748249.80,359710.69,1659564947299,23.73
7237541.15,228261622.87,751706.74,358319.78,1659565101353,23.6
7219449.35,228258148.08,750786.94,358169.45,1659565256672,23.57
7206624.10,228264840.22,750450.11,358760.63,1659565411929,23.57
7214654.65,228284530.80,750754.72,359534.17,1659565567512,23.57
7223046.39,228273107.93,751106.71,359050.12,1659565570521,23.57
7211296.83,228284953.65,750605.21,359558.86,1659565573572,23.57
7226690.52,228261954.04,751260.13,358583.52,1659565577567,23.57
7265117.68,228239502.38,752834.19,357673.33,1659565735619,23.62
7246909.17,228274302.38,751881.57,359069.97,1659565894825,23.62
7241002.23,228278054.49,751647.25,359228.82,1659565897553,23.62
7226630.87,228281266.55,751280.67,359540.85,1659566057991,23.56
7230845.20,228273062.76,751655.14,359363.26,1659566218731,23.54
7217029.09,228271608.72,751067.97,359301.55,1659566221867,23.55
7202911.29,228313139.46,750468.28,360956.51,1659566224806,23.53
7179636.06,228288324.33,749621.87,359930.44,1659566388347,23.53
7207875.29,228325173.54,750835.60,361495.43,1659566391735,23.52
7153927.10,228256607.48,748717.65,358748.78,1659566556868,23.48
7174855.90,228266970.09,749610.56,359191.79,1659566559691,23.49
7176976.20,228262633.64,749700.34,359006.22,1659566562550,23.49
7147965.54,228258609.06,748465.60,358839.25,1659566565484,23.47
7150563.32,228262953.04,748577.71,359025.31,1659566568401,23.48
7188503.31,228272714.49,750563.92,359528.54,1659566737657,23.43
7220375.40,228286217.22,751986.37,360146.04,1659566907704,23.43
7209317.19,228280445.50,751508.85,359898.17,1659566911562,23.43
7162513.84,228243949.41,749702.79,358434.80,1659567083344,23.41
7159448.03,228247149.76,749572.16,358573.05,1659567087841,23.41
7210475.41,228299892.87,751832.84,360917.23,1659567260656,23.39
7188541.35,228283250.60,751142.53,360343.63,1659567434269,23.35
7195422.33,228266912.69,751437.89,359647.13,1659567437302,23.35
7169788.06,228201868.36,750503.39,358532.15,1659567612937,23.35
6916654.16,228255001.67,739896.03,361015.05,1659567791907,23.25
7143140.77,228233914.74,750597.39,360544.25,1659567994609,23.14
7154359.99,228248608.25,751083.12,361178.56,1659567997516,23.14
7137970.49,228274314.94,750373.30,362289.09,1659568000898,23.14
7170631.75,228269020.24,752150.25,362152.01,1659568180910,23.09
7139903.10,228279244.42,750818.27,362598.82,1659568183785,23.09
7130402.96,228304256.66,750646.33,363881.52,1659568366283,23.04
7133142.64,228265628.39,750764.73,362207.76,1659568369352,23.05
7145028.20,228263988.48,751301.50,362136.78,1659568370768,23.05
7098913.47,228269396.33,749485.23,362391.42,1659568555167,23.06
7095385.57,228286249.74,749336.14,363133.42,1659568558493,23.04
7119672.00,228285270.36,750391.92,363091.71,1659568560601,23.05
7123242.88,228278387.94,750551.28,362794.85,1659568563507,23.05
7100180.97,228282042.93,749508.69,362989.29,1659568751019,23.05
7155422.91,228219587.05,751784.78,360213.33,1659568939278,23.07
7140076.67,228232244.90,750930.52,360713.94,1659569127609,23.07
7134630.35,228240685.39,750696.50,361098.91,1659569131407,23.06
7107445.63,228240620.56,749518.49,361106.08,1659569133549,23.06
7100378.04,228233835.24,749212.87,360817.73,1659569136447,23.05
7139259.59,228233385.78,750937.92,360786.77,1659569328351,23.08
7139006.89,228232309.49,750926.95,360740.14,1659569331152,23.08
7119573.19,228219132.62,750085.75,360170.70,1659569334279,23.07
7066713.93,228216968.37,747610.77,360076.92,1659569337046,23.07
7087028.57,228313218.91,748912.12,364225.88,1659569532433,23.02
7101063.07,228311455.57,749520.21,364145.15,1659569535296,23.03
7023354.12,228283703.16,746122.79,362898.37,1659569733375,23.04
7021727.92,228278412.55,746053.54,362667.97,1659569736784,23.04
7022571.85,228355128.12,746339.06,366093.80,1659569936856,22.99
7036809.34,228354564.22,746958.77,366070.39,1659569938771,22.99
7022525.57,228352383.89,746405.86,366115.08,1659570139283,22.97
7050135.31,228339168.01,747489.53,365451.36,1659570341274,23.01
7051433.15,228323313.81,747546.02,364763.25,1659570343138,23.01
7036785.85,228308959.44,746909.57,364206.59,1659570346175,23.01
7337285.07,228315241.72,759862.36,364283.59,1659570549511,23.07
7143917.58,228328263.27,750811.01,364499.28,1659570753541,23.14
7138930.88,228329336.87,750594.30,364545.65,1659570756562,23.14
7124408.39,228347488.03,750117.02,365369.93,1659570962631,23.06
7103499.68,228313151.59,749364.67,364048.68,1659571169372,23.06
7182486.29,228281768.59,753266.00,362749.56,1659571376194,23.07
7124004.83,228373827.90,750112.76,366481.29,1659571585286,23.12
7162488.93,228324088.83,751562.32,364273.20,1659571794650,23.17
7122366.31,228351082.01,749670.85,365395.31,1659572003631,23.15
7095317.91,228334599.62,748697.69,364802.67,1659572213129,23.09
7107191.69,228339022.01,749212.15,364995.44,1659572215971,23.09
7074566.54,228323751.57,747426.92,364009.40,1659572427167,23.22
7208554.93,228320232.01,752194.56,363488.44,1659572639454,23.38
7230773.73,228326592.56,751915.45,363351.93,1659572851812,23.46
7228309.08,228332178.67,751810.25,363589.89,1659572854709,23.46
7200275.91,228353071.51,750414.08,364305.45,1659573069243,23.5
7178666.27,228326054.81,749262.25,363323.04,1659573284772,23.44
4938055.21,227475336.48,653000.72,327725.76,1659573501157,23.42
4938427.45,227474895.14,653016.65,327706.93,1659573503344,23.42
4940576.37,227469225.09,652992.72,327158.39,1659573720609,23.55
4942271.02,227443518.64,653190.63,326295.30,1659573938241,23.4
7194462.99,228189512.95,750308.40,357577.37,1659574156420,23.48
7209306.53,228238681.61,750206.70,359328.57,1659574375285,23.56
7144653.15,228216617.53,747242.15,358314.76,1659574595576,23.62
7178580.08,228239124.53,748675.90,359246.07,1659574816290,23.58
7143458.22,228244401.86,746875.41,359293.74,1659575037010,23.66
7233704.50,228054517.13,749819.08,350725.48,1659575259325,23.87
7234918.43,228181057.90,749455.76,355865.47,1659575481075,23.81
7583065.26,228194778.09,764473.47,356655.14,1659575704717,23.83
4921872.30,227360288.92,651203.01,322208.22,1659575927626,23.84
9506884.45,228204218.37,847508.41,356798.24,1659576151668,23.83
9499428.52,228248259.44,847471.06,358826.52,1659576377406,23.75
9522685.90,228190942.19,848859.35,356498.32,1659576604360,23.83
9603265.47,228163235.12,851193.63,355048.36,1659576831296,23.89
9571526.73,228207778.03,849765.42,356831.12,1659577058617,23.91
9517307.71,228305636.63,846519.16,360687.84,1659577287285,23.94
9497290.39,228253731.99,846256.17,358695.76,1659577516256,23.92
9523425.37,228284009.95,847793.83,360164.87,1659577746304,23.82
9497814.65,228284645.16,846717.33,360193.59,1659577749221,23.82
9523466.30,228288209.24,847812.41,360343.07,1659577752845,23.82
9524347.51,228346869.63,848871.60,363173.90,1659577984893,23.73
9524347.51,228347224.74,848871.60,363188.90,1659577988163,23.73
9487339.37,228301281.98,847327.04,361313.17,1659578222260,23.74
9522241.75,228297787.87,849147.19,361133.43,1659578457651,23.73
9538319.12,228299665.98,849748.44,361196.58,1659578696541,23.72
9577153.95,228325078.22,851619.02,362202.59,1659578934459,23.76
9577162.65,228332318.79,851619.60,362506.66,1659578936265,23.76
5004806.25,227435845.03,655309.18,325651.56,1659579174614,23.68
9537448.34,228350641.53,851197.88,363723.29,1659579414344,23.61
9543282.75,228327946.61,851445.13,362763.00,1659579417078,23.61
9514030.19,228311431.95,849493.91,361950.86,1659579658959,23.68
9504188.22,228295426.87,849076.33,361275.37,1659579661114,23.68
9539392.74,228308944.90,850473.12,361606.38,1659579904112,23.79
9601990.99,228321712.73,852230.34,361846.42,1659580147427,23.82
9629335.73,228322670.39,853380.32,361887.60,1659580150618,23.81
9500624.46,228330353.42,848228.50,362376.28,1659580395392,23.74
9584843.73,228338257.89,851952.54,362724.95,1659580642862,23.74
9566175.48,228360094.66,851209.03,363728.15,1659580892077,23.72
9561660.84,228308614.55,851267.31,361604.07,1659581140829,23.69
9551365.94,228306958.16,850832.62,361535.86,1659581144306,23.69
9585109.00,228353505.81,852702.95,363617.91,1659581395650,23.67
9564157.13,228312227.76,851759.84,361856.91,1659581646911,23.69
9573401.11,228314599.54,852150.56,361956.81,1659581649825,23.69
9543498.79,228376281.38,850582.60,364449.13,1659581903490,23.69
9610647.57,228343816.68,853324.31,363065.82,1659582156361,23.72
9527080.90,228360521.65,850572.10,363991.24,1659582410014,23.64
9563184.63,228345538.62,852196.37,363402.66,1659582664441,23.63
9543949.23,228365927.89,851604.19,364322.32,1659582918827,23.6
9629904.51,228363802.76,855362.51,364221.72,1659583173764,23.61
9629420.14,228363802.76,855341.93,364221.72,1659583176538,23.61
9623248.34,228317292.90,854966.63,362239.01,1659583434301,23.65
9614137.41,228347779.15,854187.34,363524.29,1659583693937,23.62
9559895.26,228369063.59,851910.32,364410.15,1659583952968,23.6
9581898.93,228335793.53,852491.08,362729.56,1659584213212,23.76
9581329.72,228341925.17,851693.68,362866.74,1659584473668,23.72
9581102.05,228344232.91,851684.11,362964.02,1659584476479,23.72
9541339.73,228305448.62,850746.62,361704.11,1659584738672,23.61
9529984.88,228317101.15,850265.13,362199.44,1659584742490,23.61
9502456.78,228248534.14,849098.06,359329.83,1659584745804,23.59
9555244.28,228370868.40,851883.02,364452.10,1659585011847,23.6
9543375.19,228370816.61,851379.67,364450.96,1659585014337,23.6
9547110.13,228401427.70,851544.36,365727.36,1659585283683,23.61
9579430.11,228376782.47,852968.14,364690.88,1659585286944,23.62
9561154.91,228393819.96,852253.60,365455.37,1659585559335,23.59
9576675.50,228389252.89,852909.75,365122.61,1659585831406,23.66
9575480.17,228386212.15,852859.60,364994.68,1659585833774,23.66
9546240.50,228393326.21,851620.14,365295.83,1659585836715,23.65
9588535.73,228386568.16,852957.08,364922.66,1659586110769,23.64
9586957.12,228370929.73,852889.96,364261.98,1659586114481,23.64
9586787.69,228374083.55,852882.79,364417.24,1659586117194,23.64
9579557.10,228367486.41,852575.85,364137.86,1659586119951,23.65
9594696.09,228383066.70,853217.03,364796.09,1659586123224,23.65
9594696.09,228383492.40,853217.03,364814.09,1659586126173,23.65
9611477.10,228388254.97,853072.37,364686.89,1659586450565,23.72
9650911.26,228402472.99,855115.96,365384.90,1659586733023,23.68
9646193.60,228414269.23,855221.97,366027.55,1659587016960,23.63
9648154.27,228416519.29,855304.70,366121.67,1659587020038,23.63
9629106.18,228362821.47,854472.24,363681.35,1659587305792,23.76
9590679.98,228411420.41,851906.35,365566.18,1659587592165,23.77
9652516.58,228431679.94,854141.16,366238.44,1659587880345,23.81
9664038.18,228420983.96,854598.45,365788.74,1659587882751,23.82
9681091.34,228407171.41,855312.20,365208.11,1659587886207,23.83
9622762.47,228446539.21,852563.03,366748.99,1659588177953,23.82
9629616.43,228442416.12,852965.48,366701.78,1659588470470,23.79
9591496.71,228406457.96,851804.00,365336.67,1659588763995,23.76
9624059.71,228415183.60,853126.76,365726.95,1659589058827,23.76
9630541.20,228367504.16,853239.89,363568.61,1659589354521,23.83
9724589.19,228386139.11,856819.01,364326.17,1659589650852,23.81
9715515.82,228389949.56,856437.68,364486.19,1659589654150,23.81
9676589.60,228491083.99,854600.18,368603.42,1659589952551,23.85
9647987.36,228444776.66,853755.06,366811.86,1659590251228,23.79
9662403.65,228442520.23,854619.30,366785.08,1659590593915,23.78
9663474.15,228415282.03,855272.22,365808.27,1659590894518,23.74
9641746.50,228417446.22,854356.45,365899.23,1659590896890,23.74
9647025.36,228417090.12,854578.84,365884.23,1659590899820,23.74
9610244.38,228417485.71,852983.49,365907.50,1659591204655,23.76
9652537.34,228428575.77,854519.11,366319.21,1659591509363,23.76
9627201.36,228430577.44,853226.43,366306.81,1659591814201,23.77
9664520.02,228441878.48,854966.67,366728.71,1659592121145,23.79
9668027.40,228425615.53,854568.96,365911.01,1659592475445,23.86
9681777.72,228409558.40,854999.78,365217.84,1659592827322,23.85
9834189.42,228422481.74,861387.92,365756.73,1659593136641,23.85
9663528.33,228418778.97,853834.19,365524.24,1659593447796,23.84
9602337.68,228394938.56,852064.61,364867.22,1659593759153,23.7
9546382.85,228357411.10,850137.66,363290.46,1659593762500,23.67
9535679.60,228415100.47,851886.22,366228.56,1659594076604,23.49
9492720.07,228396815.34,850857.22,366108.10,1659594392173,23.39
9515204.06,228374106.49,853253.45,365481.78,1659594706904,23.31
5033268.44,227479782.19,656866.89,327420.89,1659595022939,23.52
9615136.81,228311003.29,855696.22,362138.40,1659595340986,23.55
9550642.48,228400225.78,852202.96,365608.24,1659595659685,23.55
9571780.86,228333426.77,852824.18,362804.73,1659595979522,23.6
9565264.45,228332428.11,852644.04,362780.46,1659595982185,23.59
9581743.97,228351761.85,853640.96,363689.16,1659596302848,23.55
9581594.85,228331841.02,853634.18,362840.95,1659596305962,23.55
9562304.21,228335067.44,852813.28,362978.54,1659596308697,23.55
9607339.98,228338099.32,854995.07,363154.92,1659596632273,23.6
9593652.63,228330227.17,853661.10,362612.86,1659597006173,23.63
9609664.62,228367185.41,854209.66,364136.42,1659597331718,23.62
7082644.30,228348870.24,744899.59,363674.48,1659597657158,23.59
7097580.83,228337468.13,745229.25,362935.53,1659597984623,23.68
7086216.00,228344575.23,744744.14,363332.64,1659598312384,23.65
7091058.84,228350963.49,745208.63,363767.62,1659598642172,23.62
7111740.08,228355815.82,745967.40,363838.13,1659598972355,23.63
7088858.64,228361585.78,745066.07,364191.47,1659599302845,23.6
7110479.12,228319272.72,745957.70,362354.79,1659599634880,23.64
7067297.28,228314329.15,745112.56,362495.68,1659599966652,23.49
7079665.64,228352845.76,745640.64,364124.18,1659599969583,23.5
7083193.20,228362850.48,745788.96,364549.30,1659599973409,23.49
7059795.42,228371577.49,744791.05,364920.71,1659599975588,23.49
7062092.97,228354831.32,744888.51,364208.16,1659599979013,23.5
7085484.38,228335707.75,745884.26,363431.54,1659599981536,23.5
7025430.42,228324238.10,743233.00,363077.06,1659600321004,23.45
7043777.72,228327348.22,744584.44,363862.26,1659600660492,23.38
7047742.30,227994160.81,744511.42,349688.30,1659601001209,23.49
7062565.12,227992228.93,745290.88,349876.11,1659601343685,23.39
7078456.54,228007037.40,745970.59,350506.02,1659601346507,23.39
7045717.62,227996367.76,744296.49,349824.89,1659601690552,23.48
7044800.06,227965395.39,744131.05,348518.11,1659602036823,23.48
7043151.17,228003903.69,744390.26,350345.81,1659602383982,23.39
7041688.81,228005250.09,744327.71,350403.51,1659602386510,23.39
7039218.02,227974867.37,744263.02,349106.62,1659602389411,23.4
7031600.58,228008850.45,743936.66,350557.04,1659602392822,23.39
7039705.17,228008974.06,744283.38,350562.30,1659602395510,23.39
7036104.91,227993226.95,744129.39,349887.86,1659602398460,23.39
7037937.99,227973326.78,744207.68,349037.69,1659602402006,23.4
7003744.25,227949385.91,742865.51,348079.40,1659602758271,23.4
7003744.25,227949385.91,742865.51,348079.40,1659602760950,23.4
6987915.80,227936713.38,742193.70,347545.87,1659602764071,23.39
7016139.14,227986235.38,743691.80,349782.87,1659603123557,23.32
7025592.13,227974179.89,744251.19,349295.95,1659603483905,23.29
7022352.97,227972194.21,744555.56,349422.13,1659603844580,23.26
7013796.63,227989636.34,743786.60,349935.40,1659604207974,23.35
7024365.03,227984207.72,743848.76,349587.36,1659604571731,23.38
7010477.16,228014209.74,743406.90,350933.03,1659604934732,23.32
7079428.86,227959440.47,746349.18,348425.15,1659605299850,23.42
7087673.20,228001957.03,746701.26,350229.18,1659605301502,23.42
7103510.68,228021685.37,747378.71,351071.18,1659605304587,23.42
6961494.06,227889108.47,741259.77,345496.62,1659605673843,23.32
6962190.22,227883331.45,741288.59,345249.12,1659605675878,23.33
7011196.95,227932896.72,743557.71,347508.46,1659606046008,23.34
7101815.72,227981863.62,747047.03,349388.23,1659606416007,23.41
7058164.01,227980675.29,744923.87,349186.73,1659606787390,23.45
7085103.66,227958420.29,746052.71,348279.26,1659607160430,23.43
7081886.36,227954066.48,745915.33,348093.65,1659607162057,23.43
7070891.04,227987619.68,745219.93,349346.14,1659607536896,23.51
7087962.69,227958074.21,745598.23,348052.97,1659607911834,23.52
7072760.61,228009773.38,744985.89,350123.84,1659608288932,23.53
7065693.07,227993842.82,744602.93,349494.87,1659608667133,23.54
7063803.75,227998645.84,744613.59,349706.03,1659609046298,23.53
7048542.32,228011239.42,743921.15,350159.37,1659609427583,23.51
7045512.33,228010964.76,743792.92,350150.11,1659609430172,23.51
7024426.30,227921198.35,742947.98,346357.01,1659609433140,23.49
6989897.17,227975949.72,742041.49,349047.81,1659609816140,23.41
7078943.87,227953740.22,746185.04,348201.06,1659610200558,23.38
7041254.22,227990367.72,744579.51,349787.65,1659610585952,23.38
7034356.84,228011581.02,744005.04,350566.62,1659610971578,23.42
7100885.42,227982573.30,746754.15,349222.84,1659611358569,23.45
6449085.05,227971892.43,718543.28,348914.14,1659611746372,23.4
6433531.76,227953448.76,718017.57,348172.36,1659612135644,23.39
6447117.46,227980840.05,718599.06,349342.37,1659612139462,23.39
6499004.61,227981071.46,720477.59,349205.51,1659612532046,23.41
6454886.82,227986077.22,718656.95,349465.86,1659612925169,23.42
6468059.74,228016071.32,719220.65,350746.64,1659612927609,23.42
6434742.65,227980462.33,717832.82,349222.72,1659613321929,23.44
6436122.84,227945091.93,717893.96,347716.17,1659613325027,23.44
6462729.85,227997318.43,719026.33,349943.16,1659613327444,23.44
6434373.27,227969359.63,717823.48,348856.47,1659613725646,23.41
6438005.90,227969420.65,717928.35,348805.71,1659614123784,23.4
6479560.43,227961136.97,719666.14,348323.08,1659614522965,23.46
6454251.44,227994274.23,718233.79,349583.92,1659614923262,23.47
6409308.19,227999153.51,717040.96,350187.49,1659615323606,23.32
6392046.54,227992098.05,716299.45,349884.76,1659615326635,23.32
6384392.30,227976577.46,715970.40,349218.34,1659615330407,23.33
6446668.90,227964367.72,718673.80,348763.48,1659615737150,23.32
6441064.40,227975561.93,718433.16,349243.55,1659615740370,23.31
6444640.77,227987604.51,718586.68,349759.73,1659615742752,23.32
6288051.86,228619463.21,712827.08,376935.69,1659616150972,23.22
6280936.81,228425719.60,712147.05,368574.81,1659616560722,23.21
6273654.36,228432114.20,711832.43,368849.02,1659616563830,23.21
6271770.10,228401141.78,711751.14,367518.20,1659616566653,23.21
6328005.61,228420972.34,713860.88,368176.76,1659616980113,23.27
6260909.90,228404361.54,710110.64,367281.30,1659617394757,23.34
6261291.70,228395393.43,709876.44,366837.15,1659617809738,23.36
6256017.66,228428874.91,709932.72,368505.53,1659618225570,23.27
6248796.07,228420000.28,709622.32,368173.06,1659618228449,23.27
6263137.05,228432433.02,710242.12,368709.51,1659618231435,23.26
6241307.06,228395650.18,709284.15,366876.68,1659618653039,23.35
6232867.15,228548262.96,708449.56,373164.23,1659619075111,23.35
6240828.35,228547553.13,708791.31,373150.75,1659619497993,23.4
6238554.25,228558223.82,708812.95,373669.08,1659619921857,23.33
6237545.62,228504372.57,708479.56,371082.02,1659620346939,23.41
6270648.47,228496633.84,708731.92,369889.49,1659620773435,23.69
6182881.32,228454433.41,705238.83,368279.06,1659621200131,23.58
6228553.43,228467843.99,707186.41,368851.52,1659621203539,23.58
6213638.92,228459005.55,706569.53,368547.69,1659621631939,23.54
4751806.18,227518352.13,643757.70,329263.48,1659622061678,23.6
4801658.73,227558044.64,645849.68,330934.49,1659622063876,23.6
4807119.74,227571198.30,646028.72,331486.01,1659622067104,23.61
5888554.57,228487910.83,693027.51,370228.69,1659622498898,23.44
5892450.89,228437436.72,693922.64,368662.98,1659622931550,23.3
5925016.07,228513309.98,695150.70,372159.70,1659623365808,23.29
5854436.96,228525412.11,692810.67,372998.04,1659623800594,23.16
5859953.63,228525680.91,693036.50,373010.90,1659623802990,23.17
5846018.25,228567074.23,692581.80,375056.95,1659624239719,23.15
5838156.80,228586312.72,692242.23,375889.21,1659624242717,23.15
5828254.41,228528755.38,691118.00,372755.06,1659624680938,23.27
5884793.69,228520471.11,693448.60,372329.01,1659625120917,23.34
5913734.67,228546062.82,694482.47,373279.27,1659625561271,23.35
5890414.85,228552884.10,693841.72,373885.18,1659626003085,23.26
5872805.10,228548847.61,692912.88,373550.57,1659626445302,23.34
5878922.00,228576080.37,693375.52,374846.91,1659626892088,23.26
5895898.32,228539117.67,693882.71,373096.66,1659627337764,23.31
5872626.63,228569153.43,693033.31,374606.53,1659627784317,23.27
5896988.66,228538787.15,693639.57,372968.84,1659628231103,23.37
5935120.27,228556108.15,695078.64,373528.43,1659628679393,23.41
5915839.55,228566031.22,694209.54,373869.50,1659629127832,23.41
5956579.48,228542525.09,695550.84,372589.49,1659629578204,23.51
5947009.84,228563248.71,695095.19,373430.49,1659630028783,23.53
5909354.78,228587884.14,693544.00,374519.92,1659630480956,23.48
5901970.36,228545382.89,693774.23,373163.82,1659630998828,23.39
5908604.48,228548137.76,694304.67,373435.40,1659631452525,23.32
5911386.12,228552735.36,694424.08,373632.10,1659631455501,23.32
5767112.29,228492990.24,689574.44,372395.35,1659631913249,23.04
5764732.90,228503620.17,689486.03,372869.05,1659631915863,23.01
5788562.28,228506799.79,690531.57,373007.30,1659631919005,23
5797745.11,228452280.86,691145.86,370795.59,1659632380864,23.04
5817044.95,228464517.44,691984.98,371326.02,1659632383757,23.04
5823928.91,228486970.69,692307.93,372300.23,1659632386664,23.04
5791635.99,228489241.95,690902.75,372398.73,1659632389665,23.04
5783348.58,228489009.46,690540.31,372388.35,1659632393639,23.04
5800850.45,228490344.80,690899.09,372152.38,1659632861618,23.11
5903172.32,228507122.91,695125.82,372725.49,1659633330147,23.14
5871873.60,228529794.04,693725.01,373666.29,1659633799885,23.12
5878230.87,228543837.75,693611.95,373917.78,1659634270134,23.24
5888079.00,228527792.72,694036.41,373227.63,1659634273500,23.24
5909286.46,228558927.42,695265.90,374793.74,1659634747661,23.16
5923424.86,228548696.94,695712.49,374176.46,1659635221034,23.25
5925731.21,228550055.94,695692.43,374218.33,1659635696850,23.26
5905897.90,228553866.42,694711.56,374312.02,1659636249196,23.25
5902960.14,228505051.94,694628.50,372247.25,1659636252274,23.23
5899318.69,228476794.71,694479.10,371036.85,1659636255045,23.23
5906554.89,228541122.84,694792.28,373800.43,1659636257843,23.23
5906555.48,228551264.43,694792.28,374236.65,1659636261008,23.23
4799977.61,227623320.36,646975.13,335028.54,1659636745337,23.18
4853079.32,227634335.72,649265.69,335496.44,1659636748570,23.18
4817074.52,227618714.89,647680.60,334822.81,1659636751038,23.19
4703917.76,227548800.33,642383.50,332022.54,1659637239135,23.16
4686329.67,227543466.42,641616.60,331793.15,1659637242213,23.16
5850039.23,228467443.35,692190.55,371084.70,1659637731838,23.21
5905043.57,228387108.17,694344.51,367283.17,1659638222716,23.24
5835587.09,228365190.55,691796.77,366919.86,1659638713429,23.13
5907226.72,228386149.45,694824.39,367710.45,1659639205535,23.18
5913855.62,228373971.52,695165.91,367252.46,1659639698068,23.17
4813112.41,227475434.31,646123.57,328865.44,1659640191812,23.24
4809120.53,227492429.97,645951.85,329598.25,1659640197640,23.23
4840856.64,227461735.35,647320.54,328296.07,1659640198019,23.23
4805348.01,227453438.25,645761.57,327937.84,1659640200581,23.24
4822100.69,227474330.85,646299.24,328683.81,1659640699226,23.3
4818479.90,227470360.83,646143.65,328513.56,1659640702771,23.3
4836559.90,227449547.34,646918.07,327618.33,1659640705406,23.3
4831169.94,227469449.17,646686.52,328471.69,1659640708636,23.3
4833105.42,227469081.51,646769.68,328455.91,1659640711153,23.3
4839330.02,227469077.88,647037.07,328455.93,1659640714346,23.3
4808681.58,227458739.19,645722.92,328015.22,1659640717367,23.29
4827129.97,227441970.86,646513.97,327294.81,1659640720186,23.3
4837770.80,227453940.88,647140.18,328853.18,1659641231232,23.21
4807095.80,227403364.67,645900.52,326914.18,1659641741959,23.08
4818506.28,227435157.54,646396.44,328290.82,1659641745078,23.08
4827607.92,227427368.23,646788.92,327948.74,1659641748138,23.09
4826612.26,227431171.20,646742.55,328110.08,1659641751879,23.1
4838038.64,227409739.51,647233.92,327179.59,1659641754518,23.1
5883684.24,228334130.34,693125.21,366726.45,1659642273473,23.08
5905069.29,228350507.19,694051.88,367434.94,1659642275462,23.08
5934999.99,228320497.68,695347.29,366135.56,1659642278631,23.09
5845233.46,228329100.18,691395.19,366453.24,1659642801464,23.13
5858304.53,228299144.16,691950.29,365160.40,1659642804468,23.13
5852651.45,228299144.06,691705.00,365160.40,1659642807641,23.13
5841025.40,228299623.44,691201.92,365181.20,1659642810323,23.13
5812655.85,228348055.69,689593.32,366937.70,1659643338105,23.18
5832495.67,228335272.92,690448.94,366386.38,1659643341191,23.19
5817972.61,228297775.93,689818.70,364767.29,1659643344192,23.2
5803053.35,228323709.88,688197.44,365819.64,1659643876332,23.21
5782499.45,228322997.70,687572.42,365989.63,1659644408852,23.15
5760207.78,228284763.44,686369.37,364181.78,1659644943019,23.2
5757333.07,228295420.81,686252.37,364640.55,1659644946334,23.2
5759514.20,228282882.41,686346.43,364099.61,1659644949189,23.2
5759096.78,228283579.61,686328.43,364129.61,1659644951926,23.2
5757332.79,228298112.79,686252.36,364756.25,1659644955090,23.2
5757332.79,228298112.79,686252.36,364756.25,1659644957921,23.2
5787784.39,228270096.68,687555.79,363614.60,1659645500045,23.21
5763654.23,228268148.51,686515.19,363530.66,1659645503347,23.22
5761542.56,228328685.64,686338.10,366134.06,1659646048907,23.19
5804936.36,228330012.33,688562.50,366223.59,1659646595465,23.22
5728426.88,228347832.94,685209.30,366914.98,1659647142854,23.2
5757541.55,228339396.95,686810.69,366631.64,1659647690931,23.16
5741932.29,228317860.32,686136.84,365670.42,1659648242941,23.19
5707465.07,228306180.36,684670.57,365214.38,1659648793127,23.16
5729404.61,228355829.74,686037.83,367275.19,1659649343851,23.14
5726600.70,228363310.24,685916.38,367599.48,1659649346304,23.14
5728737.77,228351893.86,686009.02,367106.73,1659649349631,23.14
5732158.40,228346420.07,686156.94,366870.28,1659649352363,23.14
5732167.96,228343984.66,686157.35,366765.12,1659649355421,23.14
5732167.96,228348799.82,686157.35,366972.60,1659649358863,23.14
5732167.96,228354404.67,686157.35,367214.71,1659649361537,23.14
5772268.87,228346313.54,687649.65,366657.46,1659649922604,23.21
5751756.84,228366002.21,687381.85,367999.32,1659650484168,23.07
5754876.30,228366002.21,687517.29,367999.32,1659650487314,23.07
5754482.32,228366002.21,687500.09,367999.32,1659650490189,23.07
4709509.34,227425618.54,641554.93,327667.60,1659651056680,23.11
4715877.79,227453910.57,641793.87,329095.83,1659651623128,23.13
4773407.88,227490144.04,644128.27,330419.86,1659652189934,23.22
4778140.06,227450844.62,644168.62,328659.60,1659652757610,23.28
4791413.31,227456472.58,644737.87,328900.92,1659652760320,23.28
4776637.94,227443273.96,644068.39,328317.09,1659652763233,23.29
4781277.21,227457920.63,644266.93,328940.79,1659652766262,23.3
4755163.64,227524650.46,643066.22,331769.27,1659653340467,23.28
4755203.40,227440730.10,643032.61,328211.29,1659653916082,23.26
5756966.99,228383381.21,686326.49,367964.37,1659654576167,23.3
5779690.23,228446943.59,686972.02,370623.16,1659655154437,23.34
5788515.13,228360627.85,687724.50,366984.30,1659655733817,23.33
5793275.89,228335725.43,687998.24,365989.11,1659656398530,23.36
5806364.48,228305797.13,688148.74,364329.55,1659656980570,23.44
5788102.46,228309675.03,687608.61,364713.84,1659657564925,23.36
5792594.38,228358789.44,687568.53,366488.49,1659658240389,23.4
5794310.84,228355621.55,687641.86,366353.14,1659658242722,23.4
5835367.69,228307756.74,689453.77,364475.10,1659658830535,23.39
5815055.06,228311623.86,688583.89,364640.41,1659658833009,23.39
